kategori,digit,kode,judul,deskripsi
N,5,78101,Aktivitas Penyeleksian Dan Penempatan Tenaga Kerja Dalam Negeri,"Kelompok ini mencakup kegiatan pendaftaran, penyeleksian dan penempatan tenaga kerja dalam negeri di berbagai bidang usaha yang dilakukan atas dasar Perjanjian Kerja melalui aktivitas bursa kerja, mekanisme antar kerja lokal dan antar kerja antar daerah oleh Lembaga Penempatan Tenaga Kerja Swasta (LPTKS), dan perusahaan perekrutan dan penempatan awak kapal  di dalam negeri berdasarkan perjanjian kerja laut dan/atau kesepakatan kerja bersama (colletive bargaining agreement). Termasuk pula penyediaan tenaga kerja eksekutif kepada pihak lain."
N,5,78102,Aktivitas Penyeleksian Dan Penempatan Tenaga Kerja Luar Negeri,"Kelompok ini mencakup kegiatan penyampaian informasi, pendaftaran, penyeleksian dan penempatan serta pelindungan pekerja migran indonesia yang bekerja pada pemberi kerja di luar negeri di berbagai bidang usaha melalui mekanisme antar kerja antar negara oleh Perusahaan Penempatan Pekerja Migran Indonesia (P3MI) atas dasar perjanjian kerja yang disepakati antara pemberi kerja dan pekerja migran indonesia dan diketahui pejabat yang ditunjuk, dan penempatan awak kapal niaga migran dan awak kapal perikanan migran di luar negeri berdasarkan perjanjian kerja laut dan/atau kesepakatan kerja bersama (colletive bargaining agreement). Termasuk penyediaan tenaga kerja eksekutif kepada pihak lain."
N,5,78103,Aktivitas Penempatan Pekerja Rumah Tangga,"Kelompok ini mencakup usaha jasa pendaftaran, pelatihan, penyeleksian dan penempatan serta pelindungan pekerja rumah tangga oleh Lembaga Penyalur Pekerja Rumah Tangga (LPPRT), seperti pekerja rumah tangga, pengasuh balita, perawat non-medis lansia, penjaga toko di dalam negeri oleh LPPRT atas dasar perjanjian kerja dan perjanjian penempatan yang mendapatkan izin dari pejabat yang ditunjuk. "
N,5,78104,Aktivitas Penempatan Tenaga Kerja Daring (Job portal),"Kelompok ini mencakup usaha jasa pendaftaran pencari kerja,lowongan kerja dan fasilitasi penempatan tenaga kerja yang aktivitasnya meliputi pemberian informasi lowongan kerja kepada pencari kerja dan memberikan informasi data dan kompetensi pencari kerja kepada pemberi kerja  yang dilakukan secara daring oleh Pelaksana Job Portal yang beroperasi di Indonesia dan mendapat legalisasi dari pemerintah."
N,3,782,Aktivitas penyediaan tenaga kerja waktu tertentu,"Golongan ini mencakup kegiatan penyediaan tenaga kerja untuk pemberi kerja pada jangka waktu tertentu dalam rangka penambahan tenaga kerja, di mana penyediaan tenaga kerja adalah pegawai tidak tetap atau sementara yang membantu suatu unit. Kegiatan yang diklasifikasikan di sini tidak menyediakan pengawas langsung untuk pekerja sementara yang ditempatkan pada pemberi kerja."
N,4,7820,Aktivitas penyediaan tenaga kerja waktu tertentu,"Subgolongan ini mencakup kegiatan penyediaan tenaga kerja untuk pemberi kerja pada jangka waktu tertentu dalam rangka penambahan tenaga kerja, di mana penyediaan tenaga kerja adalah pegawai tidak tetap atau sementara yang membantu suatu unit. Kegiatan yang diklasifikasikan di sini tidak menyediakan pengawas langsung untuk pekerja sementara yang ditempatkan pada pemberi kerja."
N,5,78200,Aktivitas Penyediaan Tenaga Kerja Waktu Tertentu,"Kelompok ini mencakup kegiatan penyediaan tenaga kerja untuk pemberi kerja pada jangka waktu tertentu dalam rangka penambahan tenaga kerja, di mana penyediaan tenaga kerja adalah pegawai tidak tetap atau sementara yang membantu suatu unit. Kegiatan yang diklasifikasikan di sini tidak menyediakan pengawas langsung untuk pekerja yang ditempatkan pada pemberi kerja. Kegiatannya seperti jasa penyediaan tenaga penjaga stand pameran."
N,3,783,Penyediaan sumber daya manusia dan manajemen fungsi sumber daya manusia,"Golongan ini mencakup kegiatan penyediaan sumber daya manusia dan jasa manajemen sumber daya manusia untuk pemberi kerja. Kegiatan ini secara khusus menyelenggarakan dalam cakupan luas sumber daya manusia dan tugas manajemen personil. Kegiatan ini mewakili pihak pengusaha dalam pencatatan pekerja dalam hal yang berhubungan dengan daftar gaji atau upah, pajak dan masalah fiskal dan sumber daya manusia lain."
N,4,7830,Penyediaan sumber daya manusia dan manajemen fungsi sumber daya manusia,"Subgolongan ini mencakup kegiatan penyediaan sumber daya manusia dan jasa manajemen sumber daya manusia untuk pemberi kerja. Kegiatan ini dikhususkan untuk menyelenggarakan sumber daya manusia dan tugas manajemen personil. Kegiatan ini menyajikan riwayat kerja pekerja dalam hal yang berhubungan dengan upah, pajak dan masalah keuangan dan sumber daya lainnya.    

Subgolongan ini tidak mencakup :  
- Penyediaan fungsi sumber daya manusia bersama dengan pengawasan atau pengelolaan bisnis, lihat subgolongan yang berhubungan dengan masing-masing kegiatan ekonomi dari bisnis tersebut  
- Penyediaan sumber daya manusia sementara untuk memenuhi kebutuhan penambahan tenaga kerja."
N,5,78300,Penyediaan Sumber Daya Manusia dan Manajemen Fungsi Sumber Daya Manusia,"Kelompok ini mencakup kegiatan penyediaan sumber daya manusia dan jasa manajemen sumber daya manusia untuk pemberi kerja. Kegiatan ini dikhususkan untuk menyelenggarakan sumber daya manusia dan tugas manajemen personil. Kegiatan ini menyajikan riwayat kerja pekerja dalam hal yang berhubungan dengan upah, pajak dan masalah keuangan dan sumber daya lainnya  termasuk penyedia jasa pekerja/buruh. "
N,3,784,Pelatihan Kerja,"Golongan ini mencakup keseluruhan kegiatan untuk memberi, memperoleh, meningkatkan,  serta  mengembangkan   kompetensi   kerja,  produktivitas, disiplin,  sikap,  dan  etos  kerja  pada  tingkat  keterampilan  dan  keahlian tertentu  sesuai  dengan  jenjang  dan  kualifikasi  jabatan  atau  pekerjaan. Golongan  ini mencakup  kegiatan  penyediaan  jasa pelatihan  kerja  dalam rangka  peningkatan  kompetensi  dan  produktivitas  yang  sesuai  dengan kebutuhan  industri. Pelatihan kerja ditujukan bagi angkatan kerja dalam usia  produktif. "
N,4,7841,Pelatihan Kerja Pemerintah,Subgolongan ini mencakup   penyediaan pelatihan kerja yang dikelola oleh pemerintah  guna memberikan  peningkatan  kompetensi  melalui  pelatihan kerja yang diselenggarakan sesuai kebutuhan industri/pengguna.
N,5,78411,Pelatihan Kerja Teknik Pemerintah,"Kelompok ini mencakup kegiatan pelatihan kerja yang bertujuan untuk menambah   keterampilan/keahlian   dalam   bidang   mesin   produksi, instalasi  pipa,  kerja  pelat,  pengecoran  logam,  CNC,  las  industri,  las SMAW, las GMAW, las GTAW, las FCAW, las OAW, las fabrikasi, las bawah air, teknik kendaraan ringan, perbaikan body kendaraan ringan, teknik sepeda  motor,  mekanik  motor  tempel,    teknik  alat  berat,  instalasi penerangan, instalasi tenaga, Programmable Logic Control (PLC), otomasi industri, mekatronika, telekomunikasi, instrumentasi dan kontrol, audio video,  instalasi   satelit  (VSAT),   fiber  optik,  servis  telepon   seluler, penyolderan, robotik, refrigerasi domestik, teknik tata udara, konstruksi batu  dan  beton,  desain  interior,  desain  eksterior,    konstruksi  kayu, gambar    bangunan,   furniture/meubelair,    konstruksi    baja   ringan, pekerjaan gipsum, surveyor dan pemetaan, pembesian, dan lainnya yang diselenggarakan oleh pemerintah."
N,5,78412,Pelatihan Kerja Teknologi Informasi dan Komunikasi Pemerintah,"Kelompok ini mencakup kegiatan pelatihan kerja yang bertujuan untuk menambah   ketrampilan/keahlian dalam bidang networking,   cloud computing,    website,         technical    support,    computer    engineering, programming,  multimedia,  database,  system  analyst,  graphic  design, office, animasi, artificial intelligence, IT governance, public relation, public speaking,  IT   software   solution   for   business, dan lainnya   yang diselenggarakan oleh pemerintah."
N,5,78413,Pelatihan Kerja Industri Kreatif Pemerintah,"Kelompok ini mencakup kegiatan pelatihan kerja yang bertujuan untuk menambah ketrampilan/keahlian dalam bidang teknik ukir logam, teknik ukir kayu, merenda, menyulam, menenun, sablon, anyaman, teknik batik tulis, teknik batik cap, penyamakan kulit, finishing kulit, pembuatan produk dari kulit, menjahit (knitting, woven), teknik bordir, teknik pola, fashion design, fashion  technology, penjahit pakaian, kecantikan kulit, kecantikan rambut, terapis spa, dan lainnya yang diselenggarakan oleh pemerintah. "
N,5,78414,Pelatihan Kerja Pariwisata dan Perhotelan Pemerintah,"Kelompok ini mencakup kegiatan pelatihan kerja yang bertujuan untuk menambah ketrampilan/keahlian   dalam  bidang  perhotelan   laundry attendant, bakery, tour leader, roti dan pattiserie, waiters, house keeping, front  office,  restaurant  attendant,  room  attendant,  barista,  commercial cookery, tour guide, commis pastry, food and beverage  service, food and beverage  product, room divisiondan lainnya yang diselenggarakan oleh pemerintah."
N,5,78415,Pelatihan Kerja Bisnis dan Manajemen  Pemerintah ,"Kelompok ini mencakup kegiatan pelatihan kerja yang bertujuan untuk menambah keterampilan/keahlian dalam bidang bisnis dan manajemen yang  diselenggarakan  oleh  pemerintah. Kegiatan  yang  masuk  dalam kelompok ini adalah pelatihan sekretaris, administrasi perkantoran, ICT for secretary, akuntansi, keuangan, tata niaga/penjualan, bahasa asing, promosi produktivitas, bimbingan     konsultansi, pengukuran produktivitas,  manajemen peningkatan  produktivitas,  kewirausahaan, dan lainnya."
N,5,78416,Pelatihan Kerja Pekerjaan Domestik  Pemerintah ,"Kelompok ini mencakup kegiatan pelatihan kerja yang bertujuan untuk menambah ketrampilan/keahlian   dalam  bidang     pengurus  rumah tangga, penjaga lanjut usia, pengasuh bayi/balita, pengasuh anak, juru masak, dan lainnya yang diselenggarakan oleh pemerintah."
N,5,78417,Pelatihan Kerja Pertanian dan Perikanan Pemerintah,"Kelompok ini mencakup kegiatan pelatihan kerja yang bertujuan untuk menambah ketrampilan/keahlian  dalam bidang mekanisasi  pertanian, tanaman    pangan,   hortikultura, smart    nutrition, smart  farming, pengolahan  tanah,  konservasi  lahan,  budidaya  tanaman,  hydroponic, penangkapan ikan, budidaya ikan,  permesinan  perikanan, pengolahan hasil   pertanian,   pengolahan    hasil   perikanan,   pengolahan   hasil peternakan,    agribisnis    produksi    tanaman,    agribisnis    produksi peternakan, agribisnis produksi sumber daya perairan dan lainnya yang diselenggarakan oleh pemerintah."
N,5,78419,Pelatihan Kerja Pemerintah Lainnya,"Kelompok   ini   mencakup   kegiatan   pelatihan   kerja   lainnya   yang diselenggarakan pemerintah yang belum dicakup dalam kelompok 78411 s.d. 78417,   termasuk   bidang   metodologi   pelatihan   kerja, Kesehatan dan Keselamatan   Kerja   (K3),   pelatihan   motivasi,   pengembangan   diri, pengembangan karir, neuro language programming, dan lainnya  yang diselenggarakan oleh pemerintah. "
N,4,7842,Pelatihan Kerja Swasta,Subgolongan ini mencakup penyediaan pelatihan kerja yang dikelola oleh swasta guna memberikan  peningkatan  kompetensi  melalui  pelatihan kerja yang diselenggarakan sesuai kebutuhan industri/pengguna.
N,5,78421,Pelatihan Kerja Teknik Swasta,"Kelompok ini mencakup kegiatan pelatihan kerja yang bertujuan untuk menambah ketrampilan/keahlian dalam bidang mesin produksi, instalasi pipa, kerja pelat, pengecoran  logam, CNC, las  industri,  fabrikasi,  las bawah air, teknik kendaraan ringan, teknik  sepeda motor, teknik alat berat,   instalasi   penerangan,   instalasi    tenaga,   otomasi   industri, mekatronika,  telekomunikasi,  instrumentasi  dan kontrol, audio video, refrigerasi  domestik,  teknik  tata  udara,  konstruksi  batu  dan  beton, konstruksi kayu, gambar bangunan, furniture, konstruksi baja ringan, pekerjaan gipsum, survei dan pemetaan, pembesian, dan lainnya yang diselenggarakan oleh swasta."
N,5,78422,Pelatihan Kerja Teknologi Informasi dan Komunikasi Swasta,"Kelompok ini mencakup kegiatan pelatihan kerja yang bertujuan untuk menambah ketrampilan/keahlian dalam bidang networking,  technical support, computer engineering,   programming, multimedia, database, system analyst, graphic design, office tools, animasi, artificial intelligence, IT governance, public   relation, public speaking, dan lainnya   yang diselenggarakan oleh swasta."
N,5,78423,Pelatihan Kerja Industri Kreatif  Swasta,"Kelompok ini mencakup kegiatan pelatihan kerja yang bertujuan untuk menambah ketrampilan/keahlian dalam bidang teknik ukir logam, teknik ukir kayu, merenda, menyulam, menenun, sablon, anyaman, teknik batik tulis, teknik batik cap, penyamakan kulit, finishing kulit, pembuatan produk dari kulit, menjahit (knitting, woven), teknik bordir, teknik pola, fashion design, fashion technology, kecantikan kulit, kecantikan rambut, dan lainnya yang diselenggarakan oleh swasta."
N,5,78424,Pelatihan Kerja Pariwisata dan Perhotelan Swasta,Kelompok ini mencakup kegiatan pelatihan kerja yang bertujuan untuk menambah ketrampilan/keahlian dalam bidang perhotelan yang diselenggarakan oleh swasta.
N,5,78425,Pelatihan Kerja Bisnis dan Manajemen  Swasta ,"Kelompok ini mencakup kegiatan pelatihan kerja yang bertujuan untuk menambah keterampilan/keahlian dalam bidang bisnis dan manajemen yang diselenggarakan oleh swasta. Kegiatan yang masuk dalam kelompok ini adalah  pelatihan sekretaris, administrasi perkantoran,   ICT  for secretary,keuangan, tata niaga/penjualan, bahasa  asing,  promosi produktivitas, bimbingan konsultansi, pengukuran produktivitas, manajemen peningkatan produktivitas, kewirausahaan, dan lainnya."
N,5,78426,Pelatihan Kerja Pekerjaan Domestik  Swasta ,"Kelompok ini mencakup kegiatan pelatihan kerja yang bertujuan untuk menambah ketrampilan/keahlian dalam bidang pengurus rumah tangga, penjaga lanjut usia, pengasuh bayi/balita, pengasuh anak, juru masak, dan lainnya yang diselenggarakan oleh swasta."
N,5,78427,Pelatihan Kerja Pertanian dan Perikanan Swasta,"Kelompok ini mencakup kegiatan pelatihan kerja yang bertujuan untuk menambah ketrampilan/keahlian dalam bidang mekanisasi  pertanian, tanaman pangan, hortikultura, mix farming, pengolahan tanah, konservasi lahan, budidaya tanaman, penangkapan ikan, budidaya ikan, permesinan  perikanan, pengolahan  hasil  pertanian,  pengolahan  hasil perikanan, pengolahan hasil peternakan, agribisnis produksi tanaman, agribisnis produksi peternakan, agribisnis produksi sumber daya perairan dan lainnya yang diselenggarakan oleh swasta."
N,5,78429,Pelatihan Kerja Swasta Lainnya,"Kelompok   ini   mencakup   kegiatan   pelatihan   kerja   lainnya   yang diselenggarakan swasta yang belum dicakup dalam kelompok 78421 s.d. 78427,  termasuk   bidang   metodologi   pelatihan   kerja, Kesehatan dan Keselamatan   Kerja   (K3),   pelatihan   motivasi,   pengembangan   diri, pengembangan karir, neuro language programming, dan lainnya  yang diselenggarakan oleh swasta."
N,4,7843,Pelatihan Kerja Perusahaan,Subgolongan ini mencakup penyediaan pelatihan kerja yang dikelola oleh perusahaan guna memberikan  peningkatan  kompetensi  bagi karyawan/peserta pelatihan melalui pelatihan yang diselenggarakan sesuai kebutuhan perusahaan/industri.
N,5,78431,Pelatihan Kerja Teknik Perusahaan,"Kelompok ini mencakup kegiatan pelatihan kerja yang bertujuan untuk menambah ketrampilan/keahlian dalam bidang mesin produksi, instalasi pipa, kerja pelat, pengecoran  logam, CNC, las  industri,  fabrikasi,  las bawah air, teknik kendaraan ringan, teknik sepeda motor, teknik alat berat, instalasi penerangan, instalasi    tenaga, otomasi industri, mekatronika, telekomunikasi,  instrumentasi dan kontrol, audio video, refrigerasi domestik, teknik tata udara, konstruksi batu dan beton, konstruksi kayu, gambar bangunan, furniture, konstruksi baja ringan, pekerjaan gipsum, survei dan pemetaan, pembesian, dan lainnya yang diselenggarakan oleh perusahaan."
N,5,78432,Pelatihan Kerja Teknologi Informasi dan Komunikasi Perusahaan,"Kelompok ini mencakup kegiatan pelatihan kerja yang bertujuan untuk menambah ketrampilan/keahlian dalam bidang networking,  technical support, computer engineering,   programming, multimedia, database, system analyst, graphic design, office tools, animasi, artificial intelligence, IT governance, public   relation, public speaking, dan lainnya   yang diselenggarakan oleh perusahaan."
N,5,78433,Pelatihan Kerja Industri Kreatif Perusahaan,"Kelompok ini mencakup kegiatan pelatihan kerja yang bertujuan untuk menambah ketrampilan/keahlian dalam bidang teknik ukir logam, teknik ukir kayu, merenda, menyulam, menenun, sablon, anyaman, teknik batik tulis, teknik batik cap, penyamakan kulit, finishing kulit, pembuatan produk dari kulit, menjahit (knitting, woven), teknik bordir, teknik pola, fashion design, fashion technology, kecantikan kulit, kecantikan rambut, dan lainnya yang diselenggarakan oleh perusahaan."
N,5,78434,Pelatihan Kerja Pariwisata dan Perhotelan Perusahaan,Kelompok ini mencakup kegiatan pelatihan kerja yang bertujuan untuk menambah ketrampilan/keahlian dalam bidang perhotelan yang diselenggarakan oleh perusahaan.
N,5,78435,Pelatihan Kerja Bisnis dan Manajemen  Perusahaan,"Kelompok ini mencakup kegiatan pelatihan kerja yang bertujuan untuk menambah keterampilan/keahlian dalam bidang bisnis dan manajemen yang diselenggarakan oleh perusahaan. Kegiatan yang masuk dalam kelompok ini adalah  pelatihan sekretaris, administrasi perkantoran,   ICT  for secretary,keuangan, tata niaga/penjualan, bahasa  asing,  promosi produktivitas, bimbingan konsultansi, pengukuran produktivitas, manajemen peningkatan produktivitas, kewirausahaan, dan lainnya."
